pre, count, x1, y1, z1, x2, y2, z2, pst
0 , 339 , 1989 , 1925 , 1155 , 2062 , 2052 , 1639 , 4294967295
0 , 340 , 1992 , 1925 , 1155 , 2062 , 2052 , 1638 , 4294967295
0 , 341 , 1997 , 1922 , 1154 , 2061 , 2051 , 1637 , 4294967295
0 , 342 , 1999 , 1921 , 1154 , 2059 , 2050 , 1637 , 4294967295
0 , 343 , 2002 , 1920 , 1156 , 2058 , 2050 , 1637 , 4294967295
0 , 344 , 2001 , 1919 , 1155 , 2058 , 2049 , 1637 , 4294967295
0 , 345 , 2001 , 1920 , 1153 , 2058 , 2050 , 1636 , 4294967295
0 , 346 , 1998 , 1918 , 1150 , 2058 , 2049 , 1634 , 4294967295
0 , 347 , 1994 , 1918 , 1151 , 2058 , 2049 , 1635 , 4294967295
0 , 348 , 1990 , 1918 , 1149 , 2059 , 2048 , 1634 , 4294967295
0 , 349 , 1986 , 1918 , 1150 , 2317 , 2048 , 1634 , 4294967295
0 , 350 , 1985 , 1918 , 1147 , 2062 , 2048 , 1633 , 4294967295
0 , 351 , 1984 , 1919 , 1145 , 2063 , 2049 , 1632 , 4294967295
0 , 352 , 1985 , 1921 , 1145 , 2063 , 2050 , 1632 , 4294967295
0 , 353 , 1986 , 1920 , 1145 , 2063 , 2050 , 1632 , 4294967295
0 , 354 , 1988 , 1921 , 1149 , 2063 , 2050 , 1634 , 4294967295
0 , 355 , 1994 , 1922 , 1149 , 2063 , 2051 , 1634 , 4294967295
0 , 356 , 1999 , 1924 , 1149 , 2062 , 2051 , 1635 , 4294967295
0 , 357 , 2001 , 1924 , 1148 , 2060 , 2051 , 1635 , 4294967295
0 , 358 , 2002 , 1924 , 1152 , 2059 , 2052 , 1637 , 4294967295
0 , 359 , 2004 , 1924 , 1153 , 2058 , 2052 , 1638 , 4294967295
0 , 360 , 2003 , 1926 , 1153 , 2057 , 2053 , 1639 , 4294967295
0 , 361 , 2002 , 1931 , 1153 , 2057 , 2055 , 1639 , 4294967295
0 , 362 , 1998 , 1931 , 1153 , 2057 , 2055 , 1639 , 4294967295
0 , 363 , 1992 , 1931 , 1154 , 2058 , 2055 , 1638 , 4294967295
0 , 364 , 1991 , 1932 , 1155 , 2059 , 2055 , 1639 , 4294967295
0 , 365 , 1989 , 1932 , 1155 , 2060 , 2055 , 1639 , 4294967295
0 , 366 , 1989 , 1933 , 1154 , 2061 , 2055 , 1638 , 4294967295
0 , 367 , 1989 , 1933 , 1154 , 2062 , 2055 , 1637 , 4294967295
0 , 368 , 1991 , 1931 , 1157 , 2063 , 2054 , 1639 , 4294967295
0 , 369 , 1992 , 1928 , 1157 , 2063 , 2053 , 1638 , 4294967295
0 , 370 , 1995 , 1927 , 1156 , 2062 , 2052 , 1637 , 4294967295
0 , 371 , 2000 , 1924 , 1155 , 2061 , 2051 , 1636 , 4294967295
0 , 372 , 2002 , 1923 , 1153 , 2060 , 2050 , 1635 , 4294967295
0 , 373 , 2002 , 1920 , 1154 , 2059 , 2049 , 1636 , 4294967295
0 , 374 , 2000 , 1918 , 1153 , 2058 , 2048 , 1635 , 4294967295
0 , 375 , 2000 , 1918 , 1153 , 2058 , 2048 , 1635 , 4294967295
0 , 376 , 1997 , 1918 , 1151 , 2057 , 2049 , 1635 , 4294967295
0 , 377 , 1995 , 1922 , 1152 , 2057 , 2050 , 1637 , 4294967295
0 , 378 , 1991 , 1922 , 1151 , 2058 , 2051 , 1636 , 4294967295
0 , 379 , 1985 , 1924 , 1153 , 2316 , 2052 , 1639 , 4294967295
0 , 380 , 1983 , 1925 , 1153 , 2061 , 2052 , 1638 , 4294967295
0 , 381 , 1982 , 1926 , 1152 , 2062 , 2053 , 1637 , 4294967295
0 , 382 , 1982 , 1928 , 1152 , 2062 , 2054 , 1638 , 4294967295
0 , 383 , 1983 , 1928 , 1152 , 2063 , 2054 , 1637 , 4294967295
0 , 384 , 1986 , 1927 , 1155 , 2063 , 2053 , 1638 , 4294967295
0 , 385 , 1989 , 1926 , 1155 , 2063 , 2053 , 1638 , 4294967295
0 , 386 , 1993 , 1926 , 1155 , 2062 , 2053 , 1638 , 4294967295
0 , 387 , 1997 , 1923 , 1153 , 2061 , 2052 , 1636 , 4294967295
0 , 388 , 1999 , 1923 , 1154 , 2060 , 2051 , 1636 , 4294967295
0 , 389 , 2001 , 1922 , 1155 , 2059 , 2050 , 1637 , 4294967295
0 , 390 , 2000 , 1920 , 1154 , 2058 , 2050 , 1636 , 4294967295
0 , 391 , 2000 , 1921 , 1152 , 2058 , 2050 , 1635 , 4294967295
0 , 392 , 1996 , 1920 , 1149 , 2058 , 2049 , 1633 , 4294967295
0 , 393 , 1993 , 1920 , 1150 , 2058 , 2049 , 1634 , 4294967295
0 , 394 , 1989 , 1919 , 1148 , 2059 , 2049 , 1632 , 4294967295
0 , 395 , 1985 , 1919 , 1148 , 2060 , 2049 , 1633 , 4294967295
0 , 396 , 1985 , 1918 , 1145 , 2062 , 2049 , 1632 , 4294967295
0 , 397 , 1983 , 1919 , 1143 , 2062 , 2049 , 1631 , 4294967295
0 , 398 , 1985 , 1919 , 1144 , 2063 , 2049 , 1631 , 4294967295
0 , 399 , 1986 , 1919 , 1144 , 2063 , 2049 , 1631 , 4294967295
0 , 400 , 1988 , 1920 , 1148 , 2062 , 2050 , 1633 , 4294967295
0 , 401 , 1994 , 1920 , 1148 , 2062 , 2050 , 1633 , 4294967295
0 , 402 , 1998 , 1921 , 1149 , 2061 , 2050 , 1635 , 4294967295
0 , 403 , 2000 , 1921 , 1147 , 2060 , 2050 , 1633 , 4294967295
0 , 404 , 2000 , 1922 , 1151 , 2059 , 2050 , 1636 , 4294967295
0 , 405 , 2002 , 1922 , 1152 , 2058 , 2050 , 1637 , 4294967295
0 , 406 , 2000 , 1923 , 1152 , 2057 , 2051 , 1636 , 4294967295
0 , 407 , 1999 , 1926 , 1154 , 2057 , 2053 , 1637 , 4294967295
0 , 408 , 1995 , 1926 , 1153 , 2058 , 2052 , 1636 , 4294967295
0 , 409 , 1989 , 1925 , 1155 , 2058 , 2052 , 1637 , 4294967295
0 , 410 , 1988 , 1925 , 1153 , 2060 , 2052 , 1636 , 4294967295
0 , 411 , 1987 , 1925 , 1153 , 2061 , 2052 , 1636 , 4294967295
0 , 412 , 1987 , 1925 , 1152 , 2062 , 2052 , 1635 , 4294967295
0 , 413 , 1987 , 1926 , 1152 , 2062 , 2052 , 1634 , 4294967295
0 , 414 , 1989 , 1925 , 1154 , 2063 , 2052 , 1635 , 4294967295
0 , 415 , 1991 , 1924 , 1154 , 2063 , 2051 , 1635 , 4294967295
0 , 416 , 1995 , 1924 , 1155 , 2062 , 2052 , 1636 , 4294967295
0 , 417 , 1999 , 1923 , 1152 , 2061 , 2051 , 1635 , 4294967295
0 , 418 , 2002 , 1923 , 1154 , 2060 , 2051 , 1636 , 4294967295
0 , 419 , 2002 , 1922 , 1154 , 2059 , 2050 , 1635 , 4294967295
0 , 420 , 2001 , 1921 , 1155 , 2058 , 2050 , 1636 , 4294967295
0 , 421 , 2001 , 1922 , 1155 , 2058 , 2050 , 1637 , 4294967295
0 , 422 , 1998 , 1924 , 1151 , 2058 , 2052 , 1637 , 4294967295
0 , 423 , 1998 , 1927 , 1152 , 2058 , 2053 , 1638 , 4294967295
0 , 424 , 1992 , 1928 , 1148 , 2058 , 2054 , 1636 , 4294967295
0 , 425 , 1988 , 1928 , 1151 , 2059 , 2054 , 1638 , 4294967295
0 , 426 , 1987 , 1928 , 1149 , 2061 , 2054 , 1638 , 4294967295
0 , 427 , 1987 , 1929 , 1149 , 2062 , 2055 , 1638 , 4294967295
0 , 428 , 1987 , 1929 , 1148 , 2062 , 2055 , 1637 , 4294967295
0 , 429 , 1987 , 1928 , 1149 , 2062 , 2054 , 1638 , 4294967295
0 , 430 , 1988 , 1927 , 1151 , 2062 , 2053 , 1638 , 4294967295
0 , 431 , 1991 , 1926 , 1151 , 2063 , 2053 , 1638 , 4294967295
0 , 432 , 1994 , 1925 , 1153 , 2062 , 2052 , 1638 , 4294967295
0 , 433 , 1997 , 1922 , 1151 , 2061 , 2050 , 1636 , 4294967295
0 , 434 , 1998 , 1920 , 1153 , 2060 , 2049 , 1638 , 4294967295
0 , 435 , 1998 , 1919 , 1154 , 2059 , 2048 , 1636 , 4294967295
0 , 436 , 1998 , 1918 , 1154 , 2058 , 2048 , 1636 , 4294967295
0 , 437 , 1998 , 1918 , 1153 , 2058 , 2048 , 1635 , 4294967295
0 , 438 , 1995 , 1919 , 1150 , 2058 , 2048 , 1633 , 4294967295
0 , 439 , 1992 , 1919 , 1151 , 2058 , 2049 , 1634 , 4294967295
0 , 440 , 1988 , 1920 , 1150 , 2059 , 2049 , 1632 , 4294967295
0 , 441 , 1984 , 1920 , 1151 , 2060 , 2049 , 1633 , 4294967295
0 , 442 , 1984 , 1920 , 1148 , 2061 , 2049 , 1632 , 4294967295
0 , 443 , 1984 , 1922 , 1148 , 2062 , 2051 , 1632 , 4294967295
0 , 444 , 1985 , 1922 , 1149 , 2063 , 2051 , 1633 , 4294967295
0 , 445 , 1987 , 1921 , 1150 , 2063 , 2051 , 1634 , 4294967295
0 , 446 , 1988 , 1922 , 1152 , 2063 , 2051 , 1635 , 4294967295
0 , 447 , 1993 , 1922 , 1150 , 2062 , 2051 , 1635 , 4294967295
0 , 448 , 1998 , 1922 , 1152 , 2061 , 2051 , 1636 , 4294967295
0 , 449 , 1998 , 1922 , 1149 , 2060 , 2051 , 1634 , 4294967295
0 , 450 , 2001 , 1922 , 1153 , 2059 , 2051 , 1637 , 4294967295
0 , 451 , 2001 , 1922 , 1154 , 2058 , 2051 , 1636 , 4294967295
0 , 452 , 1999 , 1922 , 1154 , 2058 , 2051 , 1636 , 4294967295
0 , 453 , 1998 , 1922 , 1155 , 2058 , 2051 , 1637 , 4294967295
0 , 454 , 1992 , 1921 , 1152 , 2058 , 2051 , 1634 , 4294967295
0 , 455 , 1989 , 1920 , 1153 , 2059 , 2050 , 1635 , 4294967295
0 , 456 , 1986 , 1919 , 1150 , 2060 , 2050 , 1634 , 4294967295
0 , 457 , 1985 , 1920 , 1151 , 2061 , 2050 , 1634 , 4294967295
0 , 458 , 1985 , 1919 , 1148 , 2062 , 2049 , 1632 , 4294967295
0 , 459 , 1985 , 1919 , 1149 , 2062 , 2049 , 1632 , 4294967295
0 , 460 , 1986 , 1918 , 1150 , 2063 , 2049 , 1632 , 4294967295
0 , 461 , 1989 , 1917 , 1150 , 2063 , 2048 , 1633 , 4294967295
0 , 462 , 1993 , 1918 , 1151 , 2063 , 2048 , 1635 , 4294967295
0 , 463 , 1998 , 1918 , 1148 , 2062 , 2048 , 1633 , 4294967295
0 , 464 , 2001 , 1919 , 1152 , 2060 , 2048 , 1635 , 4294967295
0 , 465 , 2001 , 1919 , 1151 , 2059 , 2048 , 1634 , 4294967295
0 , 466 , 2001 , 1919 , 1154 , 2058 , 2048 , 1636 , 4294967295
0 , 467 , 2000 , 1920 , 1154 , 2058 , 2048 , 1636 , 4294967295
0 , 468 , 1999 , 1923 , 1153 , 2058 , 2050 , 1636 , 4294967295
0 , 469 , 1998 , 1926 , 1155 , 2058 , 2052 , 1638 , 4294967295
0 , 470 , 1993 , 1927 , 1150 , 2058 , 2053 , 1635 , 4294967295
0 , 471 , 1988 , 1929 , 1153 , 2059 , 2054 , 1638 , 4294967295
0 , 472 , 1987 , 1929 , 1151 , 2061 , 2054 , 1637 , 4294967295
0 , 473 , 1987 , 1930 , 1151 , 2062 , 2055 , 1638 , 4294967295
0 , 474 , 1987 , 1931 , 1150 , 2062 , 2055 , 1637 , 4294967295
0 , 475 , 1987 , 1931 , 1150 , 2063 , 2055 , 1637 , 4294967295
0 , 476 , 1988 , 1929 , 1152 , 2063 , 2055 , 1638 , 4294967295
0 , 477 , 1991 , 1928 , 1152 , 2063 , 2054 , 1638 , 4294967295
0 , 478 , 1994 , 1927 , 1155 , 2062 , 2053 , 1638 , 4294967295
0 , 479 , 1995 , 1923 , 1152 , 2061 , 2052 , 1637 , 4294967295
0 , 480 , 2000 , 1922 , 1154 , 2060 , 2051 , 1638 , 4294967295
0 , 481 , 2001 , 1920 , 1154 , 2059 , 2050 , 1636 , 4294967295
0 , 482 , 2001 , 1918 , 1155 , 2058 , 2049 , 1637 , 4294967295
0 , 483 , 2000 , 1918 , 1154 , 2058 , 2049 , 1635 , 4294967295
0 , 484 , 1996 , 1918 , 1151 , 2058 , 2049 , 1633 , 4294967295
0 , 485 , 1994 , 1918 , 1152 , 2058 , 2049 , 1634 , 4294967295
0 , 486 , 1990 , 1918 , 1150 , 2059 , 2049 , 1632 , 4294967295
0 , 487 , 1986 , 1919 , 1150 , 2060 , 2049 , 1633 , 4294967295
0 , 488 , 1985 , 1918 , 1147 , 2061 , 2049 , 1631 , 4294967295
0 , 489 , 1985 , 1919 , 1146 , 2061 , 2049 , 1631 , 4294967295
0 , 490 , 1985 , 1920 , 1146 , 2063 , 2050 , 1632 , 4294967295
0 , 491 , 1987 , 1920 , 1147 , 2063 , 2050 , 1633 , 4294967295
0 , 492 , 1988 , 1922 , 1149 , 2063 , 2051 , 1634 , 4294967295
0 , 493 , 1993 , 1922 , 1149 , 2062 , 2051 , 1634 , 4294967295
0 , 494 , 1997 , 1923 , 1150 , 2061 , 2052 , 1636 , 4294967295
0 , 495 , 1999 , 1923 , 1148 , 2060 , 2052 , 1634 , 4294967295
0 , 496 , 1999 , 1923 , 1152 , 2059 , 2052 , 1637 , 4294967295
0 , 497 , 2001 , 1923 , 1153 , 2058 , 2052 , 1637 , 4294967295
0 , 498 , 2000 , 1924 , 1153 , 2058 , 2052 , 1637 , 4294967295
0 , 499 , 1999 , 1926 , 1154 , 2058 , 2054 , 1637 , 4294967295
0 , 500 , 1993 , 1925 , 1153 , 2058 , 2053 , 1636 , 4294967295
0 , 501 , 1989 , 1925 , 1155 , 2059 , 2053 , 1636 , 4294967295
0 , 502 , 1987 , 1925 , 1154 , 2060 , 2053 , 1635 , 4294967295
0 , 503 , 1986 , 1926 , 1154 , 2061 , 2053 , 1636 , 4294967295
0 , 504 , 1986 , 1926 , 1153 , 2062 , 2053 , 1634 , 4294967295
0 , 505 , 1986 , 1926 , 1152 , 2063 , 2053 , 1634 , 4294967295
0 , 506 , 1989 , 1924 , 1153 , 2063 , 2052 , 1634 , 4294967295
0 , 507 , 1991 , 1923 , 1153 , 2063 , 2051 , 1634 , 4294967295
0 , 508 , 1994 , 1923 , 1154 , 2063 , 2051 , 1635 , 4294967295
0 , 509 , 1996 , 1922 , 1151 , 2061 , 2050 , 1634 , 4294967295
0 , 510 , 2002 , 1922 , 1153 , 2060 , 2050 , 1635 , 4294967295
0 , 511 , 2002 , 1920 , 1152 , 2059 , 2049 , 1635 , 4294967295
0 , 512 , 2000 , 1919 , 1154 , 2058 , 2049 , 1636 , 4294967295
0 , 513 , 1999 , 1919 , 1154 , 2058 , 2049 , 1636 , 4294967295
0 , 514 , 1996 , 1920 , 1152 , 2058 , 2050 , 1637 , 4294967295
0 , 515 , 1995 , 1923 , 1152 , 2058 , 2051 , 1638 , 4294967295
0 , 516 , 1991 , 1923 , 1151 , 2058 , 2051 , 1637 , 4294967295
0 , 517 , 1985 , 1924 , 1153 , 2059 , 2052 , 1639 , 4294967295
0 , 518 , 1984 , 1924 , 1151 , 2061 , 2052 , 1638 , 4294967295
0 , 519 , 1983 , 1925 , 1150 , 2061 , 2053 , 1637 , 4294967295
0 , 520 , 1983 , 1927 , 1150 , 2062 , 2054 , 1637 , 4294967295
0 , 521 , 1985 , 1927 , 1151 , 2063 , 2054 , 1637 , 4294967295
0 , 522 , 1987 , 1927 , 1154 , 2063 , 2054 , 1639 , 4294967295
0 , 523 , 1991 , 1926 , 1154 , 2063 , 2053 , 1639 , 4294967295
0 , 524 , 1995 , 1926 , 1155 , 2062 , 2053 , 1638 , 4294967295
0 , 525 , 1998 , 1924 , 1153 , 2061 , 2052 , 1637 , 4294967295
0 , 526 , 2000 , 1923 , 1154 , 2060 , 2051 , 1637 , 4294967295
0 , 527 , 2002 , 1922 , 1155 , 2059 , 2051 , 1637 , 4294967295
0 , 528 , 2001 , 1922 , 1154 , 2058 , 2050 , 1637 , 4294967295
0 , 529 , 2001 , 1923 , 1152 , 2058 , 2051 , 1635 , 4294967295
0 , 530 , 1997 , 1921 , 1150 , 2058 , 2050 , 1634 , 4294967295
0 , 531 , 1994 , 1920 , 1150 , 2058 , 2050 , 1635 , 4294967295
0 , 532 , 1989 , 1919 , 1149 , 2059 , 2049 , 1633 , 4294967295
0 , 533 , 1985 , 1919 , 1149 , 2061 , 2049 , 1634 , 4294967295
0 , 534 , 1985 , 1919 , 1147 , 2062 , 2049 , 1633 , 4294967295
0 , 535 , 1984 , 1919 , 1145 , 2063 , 2050 , 1632 , 4294967295
0 , 536 , 1986 , 1920 , 1145 , 2063 , 2050 , 1632 , 4294967295
0 , 537 , 1987 , 1919 , 1145 , 2063 , 2050 , 1633 , 4294967295
0 , 538 , 1989 , 1919 , 1148 , 2063 , 2050 , 1634 , 4294967295
0 , 539 , 1995 , 1920 , 1148 , 2062 , 2050 , 1634 , 4294967295
0 , 540 , 1999 , 1921 , 1148 , 2061 , 2051 , 1635 , 4294967295
0 , 541 , 2000 , 1921 , 1148 , 2060 , 2051 , 1634 , 4294967295
0 , 542 , 2001 , 1922 , 1150 , 2059 , 2051 , 1636 , 4294967295
0 , 543 , 2003 , 1923 , 1152 , 2058 , 2051 , 1637 , 4294967295
0 , 544 , 2002 , 1924 , 1152 , 2057 , 2052 , 1638 , 4294967295
0 , 545 , 2001 , 1929 , 1153 , 2057 , 2054 , 1638 , 4294967295
0 , 546 , 1997 , 1929 , 1153 , 2058 , 2054 , 1638 , 4294967295
0 , 547 , 1991 , 1929 , 1155 , 2058 , 2054 , 1638 , 4294967295
0 , 548 , 1990 , 1929 , 1155 , 2059 , 2054 , 1638 , 4294967295
0 , 549 , 1988 , 1929 , 1155 , 2059 , 2054 , 1638 , 4294967295
0 , 550 , 1989 , 1930 , 1154 , 2062 , 2054 , 1637 , 4294967295
0 , 551 , 1990 , 1930 , 1154 , 2062 , 2054 , 1637 , 4294967295
0 , 552 , 1992 , 1929 , 1157 , 2062 , 2054 , 1638 , 4294967295
0 , 553 , 1993 , 1927 , 1156 , 2062 , 2053 , 1637 , 4294967295
0 , 554 , 1996 , 1927 , 1157 , 2062 , 2053 , 1637 , 4294967295
0 , 555 , 2001 , 1924 , 1154 , 2061 , 2051 , 1636 , 4294967295
0 , 556 , 2003 , 1923 , 1154 , 2060 , 2051 , 1635 , 4294967295
0 , 557 , 2003 , 1921 , 1154 , 2059 , 2050 , 1636 , 4294967295
0 , 558 , 2001 , 1920 , 1153 , 2058 , 2049 , 1635 , 4294967295
0 , 559 , 1999 , 1920 , 1153 , 2058 , 2049 , 1635 , 4294967295
0 , 560 , 1996 , 1920 , 1152 , 2058 , 2050 , 1635 , 4294967295
0 , 561 , 1994 , 1922 , 1151 , 2058 , 2051 , 1636 , 4294967295
0 , 562 , 1991 , 1922 , 1150 , 2058 , 2051 , 1636 , 4294967295
0 , 563 , 1984 , 1923 , 1152 , 2059 , 2052 , 1637 , 4294967295
0 , 564 , 1982 , 1923 , 1151 , 2061 , 2052 , 1636 , 4294967295
0 , 565 , 1981 , 1924 , 1149 , 2062 , 2052 , 1635 , 4294967295
0 , 566 , 1981 , 1924 , 1149 , 2063 , 2052 , 1635 , 4294967295
0 , 567 , 1982 , 1924 , 1149 , 2063 , 2052 , 1635 , 4294967295
0 , 568 , 1985 , 1923 , 1152 , 2063 , 2052 , 1636 , 4294967295
0 , 569 , 1989 , 1923 , 1152 , 2063 , 2052 , 1636 , 4294967295
0 , 570 , 1994 , 1923 , 1153 , 2062 , 2051 , 1636 , 4294967295
0 , 571 , 1997 , 1921 , 1152 , 2060 , 2051 , 1635 , 4294967295
0 , 572 , 1999 , 1920 , 1153 , 2059 , 2050 , 1635 , 4294967295
0 , 573 , 2001 , 1920 , 1154 , 2058 , 2050 , 1636 , 4294967295
0 , 574 , 2000 , 1919 , 1154 , 2057 , 2050 , 1635 , 4294967295
0 , 575 , 2000 , 1921 , 1152 , 2057 , 2051 , 1635 , 4294967295
0 , 576 , 1996 , 1920 , 1151 , 2057 , 2050 , 1634 , 4294967295
0 , 577 , 1992 , 1920 , 1150 , 2058 , 2050 , 1634 , 4294967295
0 , 578 , 1989 , 1920 , 1150 , 2059 , 2050 , 1633 , 4294967295
0 , 579 , 1985 , 1920 , 1150 , 2059 , 2050 , 1633 , 4294967295
0 , 580 , 1985 , 1920 , 1148 , 2061 , 2050 , 1633 , 4294967295
0 , 581 , 1984 , 1920 , 1145 , 2062 , 2050 , 1632 , 4294967295
0 , 582 , 1986 , 1921 , 1145 , 2063 , 2051 , 1632 , 4294967295
0 , 583 , 1986 , 1921 , 1146 , 2063 , 2050 , 1632 , 4294967295
0 , 584 , 1990 , 1921 , 1148 , 2063 , 2050 , 1634 , 4294967295
0 , 585 , 1995 , 1922 , 1149 , 2062 , 2050 , 1635 , 4294967295
0 , 586 , 1999 , 1924 , 1148 , 2061 , 2051 , 1635 , 4294967295
0 , 587 , 2000 , 1922 , 1150 , 2060 , 2051 , 1635 , 4294967295
0 , 588 , 1999 , 1922 , 1151 , 2059 , 2051 , 1636 , 4294967295
0 , 589 , 2002 , 1923 , 1151 , 2058 , 2051 , 1637 , 4294967295
0 , 590 , 2001 , 1925 , 1152 , 2058 , 2052 , 1637 , 4294967295
0 , 591 , 1999 , 1930 , 1153 , 2058 , 2054 , 1637 , 4294967295
0 , 592 , 1996 , 1930 , 1153 , 2058 , 2054 , 1637 , 4294967295
0 , 593 , 1991 , 1931 , 1154 , 2059 , 2055 , 1637 , 4294967295
0 , 594 , 1991 , 1932 , 1154 , 2060 , 2055 , 1638 , 4294967295
0 , 595 , 1989 , 1931 , 1154 , 2061 , 2055 , 1638 , 4294967295
0 , 596 , 1990 , 1932 , 1154 , 2062 , 2055 , 1638 , 4294967295
0 , 597 , 1991 , 1932 , 1154 , 2062 , 2055 , 1637 , 4294967295
0 , 598 , 1994 , 1930 , 1157 , 2063 , 2055 , 1639 , 4294967295
0 , 599 , 1994 , 1928 , 1156 , 2063 , 2054 , 1638 , 4294967295
0 , 600 , 1996 , 1926 , 1156 , 2062 , 2053 , 1637 , 4294967295
0 , 601 , 2001 , 1922 , 1154 , 2061 , 2052 , 1637 , 4294967295
0 , 602 , 2002 , 1921 , 1153 , 2060 , 2051 , 1636 , 4294967295
0 , 603 , 2002 , 1918 , 1155 , 2059 , 2050 , 1637 , 4294967295
0 , 604 , 2000 , 1918 , 1154 , 2058 , 2049 , 1635 , 4294967295
0 , 605 , 1998 , 1918 , 1154 , 2058 , 2049 , 1635 , 4294967295
0 , 606 , 1994 , 1916 , 1152 , 2058 , 2049 , 1634 , 4294967295
0 , 607 , 1991 , 1918 , 1150 , 2058 , 2050 , 1634 , 4294967295
0 , 608 , 1988 , 1918 , 1150 , 2058 , 2050 , 1634 , 4294967295
0 , 609 , 1982 , 1918 , 1150 , 2317 , 2050 , 1634 , 4294967295
0 , 610 , 1981 , 1918 , 1149 , 2061 , 2050 , 1634 , 4294967295
0 , 611 , 1979 , 1918 , 1147 , 2062 , 2050 , 1631 , 4294967295
0 , 612 , 1979 , 1919 , 1147 , 2063 , 2051 , 1632 , 4294967295
0 , 613 , 1980 , 1920 , 1150 , 2063 , 2051 , 1633 , 4294967295
0 , 614 , 1984 , 1920 , 1152 , 2063 , 2051 , 1634 , 4294967295
0 , 615 , 1989 , 1921 , 1152 , 2063 , 2051 , 1635 , 4294967295
0 , 616 , 1994 , 1922 , 1151 , 2062 , 2052 , 1634 , 4294967295
0 , 617 , 1998 , 1922 , 1154 , 2060 , 2051 , 1636 , 4294967295
0 , 618 , 1998 , 1922 , 1154 , 2059 , 2051 , 1635 , 4294967295
0 , 619 , 2001 , 1922 , 1157 , 2058 , 2051 , 1638 , 4294967295
