pre, count, x1, y1, z1, x2, y2, z2, pst
0 , 620 , 2000 , 1922 , 1156 , 2058 , 2051 , 1638 , 4294967295
0 , 621 , 2000 , 1925 , 1155 , 2057 , 2052 , 1638 , 4294967295
0 , 622 , 1999 , 1925 , 1155 , 2057 , 2052 , 1638 , 4294967295
0 , 623 , 1994 , 1925 , 1151 , 2058 , 2053 , 1636 , 4294967295
0 , 624 , 1990 , 1925 , 1153 , 2059 , 2053 , 1637 , 4294967295
0 , 625 , 1988 , 1925 , 1153 , 2060 , 2053 , 1636 , 4294967295
0 , 626 , 1988 , 1925 , 1151 , 2062 , 2053 , 1636 , 4294967295
0 , 627 , 1987 , 1925 , 1149 , 2062 , 2053 , 1635 , 4294967295
0 , 628 , 1987 , 1924 , 1150 , 2063 , 2052 , 1636 , 4294967295
0 , 629 , 1988 , 1923 , 1151 , 2063 , 2052 , 1636 , 4294967295
0 , 630 , 1991 , 1922 , 1150 , 2063 , 2051 , 1635 , 4294967295
0 , 631 , 1995 , 1921 , 1152 , 2062 , 2051 , 1636 , 4294967295
0 , 632 , 1998 , 1920 , 1149 , 2061 , 2050 , 1634 , 4294967295
0 , 633 , 2000 , 1919 , 1153 , 2060 , 2050 , 1636 , 4294967295
0 , 634 , 2000 , 1918 , 1152 , 2059 , 2049 , 1636 , 4294967295
0 , 635 , 2001 , 1918 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 636 , 1998 , 1918 , 1152 , 2058 , 2049 , 1635 , 4294967295
0 , 637 , 1997 , 1922 , 1150 , 2058 , 2051 , 1634 , 4294967295
0 , 638 , 1995 , 1923 , 1151 , 2058 , 2052 , 1634 , 4294967295
0 , 639 , 1989 , 1924 , 1149 , 2059 , 2052 , 1634 , 4294967295
0 , 640 , 1986 , 1925 , 1152 , 2060 , 2052 , 1635 , 4294967295
0 , 641 , 1985 , 1925 , 1151 , 2061 , 2053 , 1635 , 4294967295
0 , 642 , 1986 , 1926 , 1151 , 2062 , 2053 , 1636 , 4294967295
0 , 643 , 1987 , 1926 , 1150 , 2063 , 2053 , 1636 , 4294967295
0 , 644 , 1989 , 1926 , 1152 , 2063 , 2053 , 1637 , 4294967295
0 , 645 , 1990 , 1927 , 1154 , 2063 , 2054 , 1638 , 4294967295
0 , 646 , 1994 , 1927 , 1152 , 2062 , 2053 , 1637 , 4294967295
0 , 647 , 1998 , 1925 , 1153 , 2061 , 2052 , 1638 , 4294967295
0 , 648 , 2000 , 1924 , 1151 , 2060 , 2052 , 1637 , 4294967295
0 , 649 , 2000 , 1923 , 1155 , 2059 , 2051 , 1639 , 4294967295
0 , 650 , 2000 , 1923 , 1155 , 2058 , 2051 , 1637 , 4294967295
0 , 651 , 1999 , 1923 , 1155 , 2058 , 2051 , 1637 , 4294967295
0 , 652 , 1997 , 1923 , 1155 , 2058 , 2051 , 1636 , 4294967295
0 , 653 , 1991 , 1923 , 1153 , 2058 , 2051 , 1634 , 4294967295
0 , 654 , 1988 , 1922 , 1154 , 2059 , 2050 , 1635 , 4294967295
0 , 655 , 1985 , 1921 , 1152 , 2060 , 2050 , 1633 , 4294967295
0 , 656 , 1984 , 1921 , 1153 , 2061 , 2050 , 1634 , 4294967295
0 , 657 , 1984 , 1920 , 1150 , 2062 , 2050 , 1632 , 4294967295
0 , 658 , 1984 , 1920 , 1151 , 2063 , 2050 , 1632 , 4294967295
0 , 659 , 1984 , 1920 , 1152 , 2063 , 2050 , 1633 , 4294967295
0 , 660 , 1988 , 1919 , 1153 , 2063 , 2049 , 1634 , 4294967295
0 , 661 , 1992 , 1920 , 1154 , 2063 , 2050 , 1635 , 4294967295
0 , 662 , 1997 , 1920 , 1152 , 2062 , 2050 , 1634 , 4294967295
0 , 663 , 2000 , 1920 , 1154 , 2060 , 2050 , 1636 , 4294967295
0 , 664 , 2000 , 1920 , 1153 , 2059 , 2050 , 1635 , 4294967295
0 , 665 , 2001 , 1920 , 1156 , 2058 , 2050 , 1637 , 4294967295
0 , 666 , 2000 , 1920 , 1156 , 2058 , 2050 , 1637 , 4294967295
0 , 667 , 2000 , 1924 , 1155 , 2057 , 2052 , 1637 , 4294967295
0 , 668 , 1999 , 1927 , 1155 , 2057 , 2053 , 1638 , 4294967295
0 , 669 , 1994 , 1927 , 1152 , 2058 , 2054 , 1636 , 4294967295
0 , 670 , 1989 , 1928 , 1154 , 2059 , 2054 , 1638 , 4294967295
0 , 671 , 1988 , 1929 , 1153 , 2060 , 2054 , 1638 , 4294967295
0 , 672 , 1987 , 1930 , 1152 , 2061 , 2055 , 1638 , 4294967295
0 , 673 , 1987 , 1931 , 1151 , 2062 , 2055 , 1637 , 4294967295
0 , 674 , 1988 , 1931 , 1151 , 2063 , 2055 , 1638 , 4294967295
0 , 675 , 1989 , 1930 , 1154 , 2063 , 2055 , 1639 , 4294967295
0 , 676 , 1992 , 1929 , 1154 , 2063 , 2054 , 1638 , 4294967295
0 , 677 , 1995 , 1928 , 1155 , 2062 , 2053 , 1638 , 4294967295
0 , 678 , 1998 , 1925 , 1153 , 2061 , 2052 , 1637 , 4294967295
0 , 679 , 1998 , 1923 , 1155 , 2060 , 2051 , 1638 , 4294967295
0 , 680 , 2000 , 1921 , 1155 , 2059 , 2050 , 1637 , 4294967295
0 , 681 , 2000 , 1920 , 1155 , 2058 , 2050 , 1637 , 4294967295
0 , 682 , 2000 , 1920 , 1153 , 2058 , 2050 , 1635 , 4294967295
0 , 683 , 1997 , 1919 , 1150 , 2058 , 2050 , 1634 , 4294967295
0 , 684 , 1993 , 1919 , 1152 , 2058 , 2050 , 1635 , 4294967295
0 , 685 , 1988 , 1919 , 1149 , 2059 , 2050 , 1633 , 4294967295
0 , 686 , 1984 , 1919 , 1149 , 2060 , 2050 , 1634 , 4294967295
0 , 687 , 1984 , 1919 , 1146 , 2062 , 2049 , 1632 , 4294967295
0 , 688 , 1984 , 1919 , 1144 , 2062 , 2050 , 1632 , 4294967295
0 , 689 , 1985 , 1919 , 1145 , 2062 , 2050 , 1633 , 4294967295
0 , 690 , 1986 , 1919 , 1146 , 2063 , 2050 , 1633 , 4294967295
0 , 691 , 1988 , 1921 , 1148 , 2063 , 2050 , 1634 , 4294967295
0 , 692 , 1993 , 1921 , 1148 , 2062 , 2050 , 1634 , 4294967295
0 , 693 , 1997 , 1923 , 1149 , 2061 , 2051 , 1636 , 4294967295
0 , 694 , 1999 , 1923 , 1147 , 2060 , 2051 , 1634 , 4294967295
0 , 695 , 2000 , 1923 , 1151 , 2059 , 2051 , 1636 , 4294967295
0 , 696 , 2001 , 1924 , 1152 , 2058 , 2051 , 1636 , 4294967295
0 , 697 , 2001 , 1925 , 1153 , 2058 , 2052 , 1637 , 4294967295
0 , 698 , 2000 , 1928 , 1154 , 2058 , 2053 , 1637 , 4294967295
0 , 699 , 1994 , 1927 , 1154 , 2058 , 2053 , 1636 , 4294967295
0 , 700 , 1989 , 1927 , 1155 , 2059 , 2054 , 1637 , 4294967295
0 , 701 , 1988 , 1927 , 1155 , 2060 , 2053 , 1637 , 4294967295
0 , 702 , 1988 , 1928 , 1155 , 2061 , 2053 , 1637 , 4294967295
0 , 703 , 1988 , 1928 , 1154 , 2062 , 2054 , 1636 , 4294967295
0 , 704 , 1988 , 1928 , 1154 , 2063 , 2054 , 1636 , 4294967295
0 , 705 , 1991 , 1926 , 1155 , 2063 , 2053 , 1636 , 4294967295
0 , 706 , 1992 , 1924 , 1154 , 2063 , 2052 , 1635 , 4294967295
0 , 707 , 1995 , 1924 , 1155 , 2062 , 2052 , 1636 , 4294967295
0 , 708 , 2001 , 1921 , 1153 , 2061 , 2051 , 1635 , 4294967295
0 , 709 , 2001 , 1921 , 1153 , 2060 , 2050 , 1635 , 4294967295
0 , 710 , 2003 , 1918 , 1153 , 2059 , 2049 , 1635 , 4294967295
0 , 711 , 2001 , 1917 , 1154 , 2058 , 2049 , 1636 , 4294967295
0 , 712 , 2000 , 1917 , 1154 , 2058 , 2049 , 1636 , 4294967295
0 , 713 , 1997 , 1918 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 714 , 1996 , 1921 , 1153 , 2058 , 2051 , 1638 , 4294967295
0 , 715 , 1992 , 1923 , 1151 , 2058 , 2051 , 1637 , 4294967295
0 , 716 , 1986 , 1924 , 1154 , 2059 , 2052 , 1639 , 4294967295
0 , 717 , 1985 , 1925 , 1152 , 2061 , 2053 , 1638 , 4294967295
0 , 718 , 1984 , 1927 , 1151 , 2062 , 2054 , 1638 , 4294967295
0 , 719 , 1984 , 1927 , 1151 , 2062 , 2054 , 1638 , 4294967295
0 , 720 , 1985 , 1928 , 1151 , 2063 , 2054 , 1637 , 4294967295
0 , 721 , 1987 , 1927 , 1154 , 2063 , 2054 , 1639 , 4294967295
0 , 722 , 1991 , 1927 , 1154 , 2063 , 2053 , 1639 , 4294967295
0 , 723 , 1994 , 1926 , 1155 , 2062 , 2053 , 1638 , 4294967295
0 , 724 , 1997 , 1924 , 1153 , 2061 , 2052 , 1637 , 4294967295
0 , 725 , 1999 , 1923 , 1154 , 2060 , 2051 , 1637 , 4294967295
0 , 726 , 2001 , 1921 , 1155 , 2059 , 2050 , 1637 , 4294967295
0 , 727 , 2000 , 1920 , 1155 , 2058 , 2050 , 1637 , 4294967295
0 , 728 , 2000 , 1921 , 1153 , 2058 , 2050 , 1635 , 4294967295
0 , 729 , 1996 , 1920 , 1150 , 2058 , 2050 , 1633 , 4294967295
0 , 730 , 1992 , 1920 , 1152 , 2058 , 2050 , 1634 , 4294967295
0 , 731 , 1988 , 1919 , 1150 , 2059 , 2049 , 1632 , 4294967295
0 , 732 , 1984 , 1919 , 1150 , 2060 , 2050 , 1633 , 4294967295
0 , 733 , 1984 , 1919 , 1147 , 2061 , 2049 , 1632 , 4294967295
0 , 734 , 1983 , 1919 , 1145 , 2062 , 2049 , 1631 , 4294967295
0 , 735 , 1985 , 1920 , 1145 , 2063 , 2050 , 1632 , 4294967295
0 , 736 , 1986 , 1919 , 1146 , 2063 , 2049 , 1632 , 4294967295
0 , 737 , 1989 , 1920 , 1149 , 2063 , 2050 , 1634 , 4294967295
0 , 738 , 1994 , 1920 , 1149 , 2062 , 2050 , 1634 , 4294967295
0 , 739 , 1997 , 1921 , 1149 , 2061 , 2050 , 1634 , 4294967295
0 , 740 , 2000 , 1920 , 1148 , 2060 , 2050 , 1633 , 4294967295
0 , 741 , 2001 , 1921 , 1152 , 2059 , 2050 , 1636 , 4294967295
0 , 742 , 2002 , 1921 , 1153 , 2058 , 2050 , 1636 , 4294967295
0 , 743 , 2001 , 1922 , 1152 , 2058 , 2051 , 1635 , 4294967295
0 , 744 , 2000 , 1924 , 1154 , 2058 , 2052 , 1636 , 4294967295
0 , 745 , 1994 , 1924 , 1152 , 2058 , 2052 , 1635 , 4294967295
0 , 746 , 1989 , 1924 , 1155 , 2059 , 2052 , 1636 , 4294967295
0 , 747 , 1988 , 1923 , 1153 , 2060 , 2052 , 1635 , 4294967295
0 , 748 , 1987 , 1924 , 1153 , 2061 , 2052 , 1636 , 4294967295
0 , 749 , 1987 , 1924 , 1152 , 2061 , 2052 , 1634 , 4294967295
0 , 750 , 1988 , 1924 , 1152 , 2063 , 2052 , 1634 , 4294967295
0 , 751 , 1990 , 1923 , 1153 , 2063 , 2052 , 1634 , 4294967295
0 , 752 , 1991 , 1922 , 1153 , 2063 , 2051 , 1634 , 4294967295
0 , 753 , 1995 , 1922 , 1153 , 2063 , 2051 , 1635 , 4294967295
0 , 754 , 2000 , 1921 , 1150 , 2062 , 2050 , 1634 , 4294967295
0 , 755 , 2003 , 1921 , 1152 , 2060 , 2050 , 1635 , 4294967295
0 , 756 , 2003 , 1920 , 1152 , 2059 , 2050 , 1635 , 4294967295
0 , 757 , 2002 , 1919 , 1154 , 2058 , 2050 , 1636 , 4294967295
0 , 758 , 2001 , 1919 , 1154 , 2058 , 2050 , 1637 , 4294967295
0 , 759 , 1999 , 1921 , 1151 , 2057 , 2051 , 1636 , 4294967295
0 , 760 , 1996 , 1925 , 1153 , 2057 , 2053 , 1638 , 4294967295
0 , 761 , 1991 , 1926 , 1148 , 2058 , 2053 , 1636 , 4294967295
0 , 762 , 1985 , 1927 , 1152 , 2059 , 2054 , 1638 , 4294967295
0 , 763 , 1984 , 1927 , 1150 , 2060 , 2054 , 1638 , 4294967295
0 , 764 , 1983 , 1928 , 1150 , 2061 , 2055 , 1638 , 4294967295
0 , 765 , 1984 , 1929 , 1149 , 2062 , 2055 , 1637 , 4294967295
0 , 766 , 1985 , 1929 , 1149 , 2063 , 2055 , 1637 , 4294967295
0 , 767 , 1986 , 1928 , 1152 , 2063 , 2054 , 1639 , 4294967295
0 , 768 , 1989 , 1927 , 1152 , 2063 , 2054 , 1638 , 4294967295
0 , 769 , 1992 , 1926 , 1154 , 2062 , 2053 , 1638 , 4294967295
0 , 770 , 1998 , 1923 , 1152 , 2061 , 2051 , 1637 , 4294967295
0 , 771 , 2000 , 1921 , 1155 , 2060 , 2051 , 1638 , 4294967295
0 , 772 , 2001 , 1919 , 1155 , 2059 , 2050 , 1637 , 4294967295
0 , 773 , 2000 , 1919 , 1155 , 2058 , 2049 , 1637 , 4294967295
0 , 774 , 2000 , 1919 , 1153 , 2058 , 2049 , 1635 , 4294967295
0 , 775 , 1997 , 1919 , 1150 , 2058 , 2049 , 1633 , 4294967295
0 , 776 , 1993 , 1919 , 1152 , 2058 , 2050 , 1634 , 4294967295
0 , 777 , 1989 , 1919 , 1150 , 2059 , 2049 , 1632 , 4294967295
0 , 778 , 1985 , 1919 , 1150 , 2061 , 2050 , 1633 , 4294967295
0 , 779 , 1985 , 1919 , 1147 , 2061 , 2050 , 1631 , 4294967295
0 , 780 , 1985 , 1921 , 1146 , 2062 , 2050 , 1631 , 4294967295
0 , 781 , 1986 , 1921 , 1147 , 2063 , 2050 , 1632 , 4294967295
0 , 782 , 1987 , 1920 , 1148 , 2063 , 2050 , 1633 , 4294967295
0 , 783 , 1989 , 1922 , 1149 , 2063 , 2051 , 1634 , 4294967295
0 , 784 , 1994 , 1922 , 1149 , 2062 , 2051 , 1634 , 4294967295
0 , 785 , 1999 , 1923 , 1150 , 2061 , 2051 , 1635 , 4294967295
0 , 786 , 2000 , 1923 , 1147 , 2060 , 2051 , 1633 , 4294967295
0 , 787 , 2001 , 1923 , 1151 , 2059 , 2051 , 1635 , 4294967295
0 , 788 , 2001 , 1923 , 1153 , 2058 , 2051 , 1635 , 4294967295
0 , 789 , 1999 , 1923 , 1153 , 2058 , 2051 , 1635 , 4294967295
0 , 790 , 1994 , 1923 , 1153 , 2058 , 2051 , 1636 , 4294967295
0 , 791 , 1987 , 1923 , 1152 , 2058 , 2051 , 1634 , 4294967295
0 , 792 , 1984 , 1922 , 1153 , 2059 , 2051 , 1635 , 4294967295
0 , 793 , 1982 , 1920 , 1151 , 2060 , 2050 , 1633 , 4294967295
0 , 794 , 1981 , 1921 , 1152 , 2062 , 2050 , 1634 , 4294967295
0 , 795 , 1981 , 1919 , 1150 , 2062 , 2050 , 1632 , 4294967295
0 , 796 , 1981 , 1919 , 1151 , 2063 , 2050 , 1632 , 4294967295
0 , 797 , 1983 , 1919 , 1151 , 2063 , 2050 , 1633 , 4294967295
0 , 798 , 1986 , 1918 , 1151 , 2063 , 2049 , 1633 , 4294967295
0 , 799 , 1989 , 1919 , 1153 , 2062 , 2049 , 1635 , 4294967295
0 , 800 , 1999 , 1919 , 1150 , 2061 , 2049 , 1633 , 4294967295
0 , 801 , 2001 , 1919 , 1152 , 2060 , 2049 , 1636 , 4294967295
0 , 802 , 2001 , 1918 , 1151 , 2059 , 2048 , 1635 , 4294967295
0 , 803 , 2001 , 1918 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 804 , 2000 , 1918 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 805 , 1998 , 1922 , 1149 , 2058 , 2051 , 1636 , 4294967295
0 , 806 , 1998 , 1924 , 1151 , 2058 , 2052 , 1637 , 4294967295
0 , 807 , 1992 , 1925 , 1146 , 2059 , 2052 , 1634 , 4294967295
0 , 808 , 1988 , 1925 , 1150 , 2060 , 2053 , 1636 , 4294967295
0 , 809 , 1987 , 1926 , 1148 , 2060 , 2053 , 1636 , 4294967295
0 , 810 , 1987 , 1927 , 1149 , 2062 , 2054 , 1637 , 4294967295
0 , 811 , 1987 , 1927 , 1148 , 2063 , 2054 , 1635 , 4294967295
0 , 812 , 1988 , 1928 , 1149 , 2063 , 2054 , 1636 , 4294967295
0 , 813 , 1989 , 1927 , 1151 , 2063 , 2053 , 1636 , 4294967295
0 , 814 , 1992 , 1926 , 1150 , 2063 , 2052 , 1636 , 4294967295
0 , 815 , 1995 , 1925 , 1152 , 2062 , 2052 , 1636 , 4294967295
0 , 816 , 1998 , 1922 , 1150 , 2061 , 2051 , 1635 , 4294967295
0 , 817 , 1999 , 1921 , 1153 , 2060 , 2050 , 1637 , 4294967295
0 , 818 , 1999 , 1920 , 1153 , 2059 , 2050 , 1636 , 4294967295
0 , 819 , 1999 , 1918 , 1154 , 2058 , 2049 , 1636 , 4294967295
0 , 820 , 1996 , 1919 , 1153 , 2058 , 2049 , 1635 , 4294967295
0 , 821 , 1994 , 1921 , 1150 , 2058 , 2051 , 1634 , 4294967295
0 , 822 , 1992 , 1921 , 1150 , 2058 , 2051 , 1634 , 4294967295
0 , 823 , 1988 , 1921 , 1149 , 2059 , 2051 , 1633 , 4294967295
0 , 824 , 1985 , 1921 , 1151 , 2060 , 2051 , 1634 , 4294967295
0 , 825 , 1984 , 1921 , 1149 , 2061 , 2051 , 1634 , 4294967295
0 , 826 , 1985 , 1923 , 1149 , 2062 , 2052 , 1634 , 4294967295
0 , 827 , 1986 , 1923 , 1150 , 2062 , 2052 , 1635 , 4294967295
0 , 828 , 1989 , 1922 , 1152 , 2062 , 2051 , 1636 , 4294967295
0 , 829 , 1990 , 1923 , 1153 , 2062 , 2052 , 1636 , 4294967295
0 , 830 , 1994 , 1923 , 1151 , 2062 , 2051 , 1636 , 4294967295
0 , 831 , 1998 , 1922 , 1152 , 2061 , 2051 , 1637 , 4294967295
0 , 832 , 1999 , 1922 , 1150 , 2060 , 2050 , 1636 , 4294967295
0 , 833 , 1999 , 1921 , 1154 , 2059 , 2050 , 1639 , 4294967295
0 , 834 , 1999 , 1921 , 1154 , 2058 , 2050 , 1637 , 4294967295
0 , 835 , 1997 , 1921 , 1154 , 2058 , 2050 , 1637 , 4294967295
0 , 836 , 1994 , 1920 , 1153 , 2058 , 2050 , 1637 , 4294967295
0 , 837 , 1989 , 1920 , 1150 , 2058 , 2050 , 1635 , 4294967295
0 , 838 , 1986 , 1919 , 1151 , 2059 , 2050 , 1635 , 4294967295
0 , 839 , 1982 , 1919 , 1149 , 2317 , 2050 , 1634 , 4294967295
0 , 840 , 1981 , 1919 , 1150 , 2061 , 2050 , 1634 , 4294967295
0 , 841 , 1979 , 1918 , 1147 , 2062 , 2050 , 1631 , 4294967295
0 , 842 , 1980 , 1919 , 1149 , 2063 , 2050 , 1632 , 4294967295
0 , 843 , 1981 , 1919 , 1150 , 2063 , 2049 , 1633 , 4294967295
0 , 844 , 1985 , 1918 , 1152 , 2063 , 2049 , 1634 , 4294967295
0 , 845 , 1991 , 1919 , 1152 , 2063 , 2049 , 1635 , 4294967295
0 , 846 , 1996 , 1921 , 1150 , 2062 , 2050 , 1634 , 4294967295
0 , 847 , 1999 , 1920 , 1153 , 2060 , 2050 , 1636 , 4294967295
0 , 848 , 1999 , 1920 , 1152 , 2059 , 2050 , 1635 , 4294967295
0 , 849 , 2001 , 1922 , 1154 , 2058 , 2050 , 1638 , 4294967295
0 , 850 , 2000 , 1922 , 1153 , 2058 , 2050 , 1638 , 4294967295
0 , 851 , 2000 , 1924 , 1152 , 2058 , 2052 , 1638 , 4294967295
0 , 852 , 1998 , 1925 , 1152 , 2058 , 2052 , 1638 , 4294967295
0 , 853 , 1993 , 1925 , 1148 , 2058 , 2052 , 1635 , 4294967295
0 , 854 , 1989 , 1925 , 1150 , 2059 , 2053 , 1637 , 4294967295
0 , 855 , 1988 , 1925 , 1150 , 2061 , 2053 , 1636 , 4294967295
0 , 856 , 1988 , 1926 , 1150 , 2061 , 2053 , 1636 , 4294967295
0 , 857 , 1987 , 1926 , 1148 , 2062 , 2053 , 1635 , 4294967295
0 , 858 , 1988 , 1926 , 1149 , 2063 , 2053 , 1636 , 4294967295
0 , 859 , 1989 , 1924 , 1150 , 2063 , 2052 , 1636 , 4294967295
0 , 860 , 1991 , 1923 , 1150 , 2062 , 2051 , 1635 , 4294967295
0 , 861 , 1995 , 1923 , 1152 , 2062 , 2051 , 1636 , 4294967295
0 , 862 , 1998 , 1922 , 1150 , 2061 , 2050 , 1634 , 4294967295
0 , 863 , 1998 , 1921 , 1153 , 2060 , 2050 , 1637 , 4294967295
0 , 864 , 1997 , 1920 , 1152 , 2059 , 2049 , 1636 , 4294967295
0 , 865 , 1999 , 1919 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 866 , 1997 , 1919 , 1152 , 2058 , 2049 , 1636 , 4294967295
0 , 867 , 1996 , 1923 , 1151 , 2058 , 2051 , 1635 , 4294967295
0 , 868 , 1995 , 1924 , 1151 , 2058 , 2052 , 1635 , 4294967295
0 , 869 , 1990 , 1925 , 1150 , 2059 , 2052 , 1634 , 4294967295
0 , 870 , 1988 , 1926 , 1154 , 2060 , 2053 , 1636 , 4294967295
0 , 871 , 1986 , 1926 , 1152 , 2061 , 2053 , 1636 , 4294967295
0 , 872 , 1988 , 1928 , 1152 , 2062 , 2054 , 1637 , 4294967295
0 , 873 , 1989 , 1928 , 1153 , 2062 , 2054 , 1637 , 4294967295
0 , 874 , 1992 , 1927 , 1154 , 2062 , 2054 , 1638 , 4294967295
0 , 875 , 1992 , 1927 , 1156 , 2062 , 2054 , 1639 , 4294967295
0 , 876 , 1995 , 1927 , 1153 , 2062 , 2053 , 1637 , 4294967295
0 , 877 , 1999 , 1924 , 1154 , 2061 , 2052 , 1638 , 4294967295
0 , 878 , 2000 , 1923 , 1153 , 2060 , 2052 , 1637 , 4294967295
0 , 879 , 2000 , 1921 , 1156 , 2059 , 2051 , 1640 , 4294967295
0 , 880 , 1998 , 1921 , 1156 , 2058 , 2051 , 1637 , 4294967295
0 , 881 , 1997 , 1921 , 1156 , 2058 , 2050 , 1637 , 4294967295
0 , 882 , 1994 , 1920 , 1155 , 2058 , 2050 , 1636 , 4294967295
0 , 883 , 1989 , 1920 , 1152 , 2058 , 2050 , 1634 , 4294967295
0 , 884 , 1986 , 1918 , 1153 , 2059 , 2049 , 1634 , 4294967295
0 , 885 , 1982 , 1917 , 1151 , 2060 , 2049 , 1633 , 4294967295
0 , 886 , 1981 , 1918 , 1153 , 2061 , 2049 , 1634 , 4294967295
0 , 887 , 1980 , 1916 , 1149 , 2062 , 2049 , 1631 , 4294967295
0 , 888 , 1980 , 1917 , 1150 , 2063 , 2049 , 1631 , 4294967295
0 , 889 , 1982 , 1917 , 1152 , 2063 , 2049 , 1632 , 4294967295
0 , 890 , 1985 , 1916 , 1153 , 2062 , 2049 , 1633 , 4294967295
0 , 891 , 1991 , 1917 , 1155 , 2062 , 2049 , 1635 , 4294967295
0 , 892 , 1996 , 1919 , 1152 , 2061 , 2050 , 1634 , 4294967295
0 , 893 , 1998 , 1919 , 1155 , 2060 , 2050 , 1636 , 4294967295
0 , 894 , 1998 , 1919 , 1154 , 2059 , 2050 , 1635 , 4294967295
0 , 895 , 2000 , 1919 , 1156 , 2058 , 2050 , 1638 , 4294967295
0 , 896 , 1999 , 1920 , 1155 , 2057 , 2050 , 1638 , 4294967295
0 , 897 , 1999 , 1924 , 1154 , 2057 , 2052 , 1638 , 4294967295
0 , 898 , 1998 , 1926 , 1154 , 2057 , 2053 , 1638 , 4294967295
0 , 899 , 1993 , 1926 , 1150 , 2058 , 2053 , 1635 , 4294967295
0 , 900 , 1989 , 1927 , 1152 , 2059 , 2054 , 1637 , 4294967295
0 , 901 , 1988 , 1927 , 1152 , 2060 , 2054 , 1637 , 4294967295
0 , 902 , 1988 , 1928 , 1151 , 2061 , 2054 , 1637 , 4294967295
0 , 903 , 1987 , 1928 , 1149 , 2062 , 2054 , 1636 , 4294967295
0 , 904 , 1988 , 1928 , 1150 , 2063 , 2054 , 1637 , 4294967295
0 , 905 , 1989 , 1927 , 1150 , 2063 , 2053 , 1637 , 4294967295
0 , 906 , 1992 , 1926 , 1150 , 2063 , 2053 , 1636 , 4294967295
0 , 907 , 1995 , 1925 , 1152 , 2062 , 2052 , 1637 , 4294967295
0 , 908 , 1998 , 1923 , 1149 , 2061 , 2051 , 1634 , 4294967295
0 , 909 , 1998 , 1920 , 1152 , 2060 , 2051 , 1637 , 4294967295
0 , 910 , 1998 , 1919 , 1152 , 2059 , 2050 , 1636 , 4294967295
0 , 911 , 1998 , 1918 , 1153 , 2058 , 2049 , 1636 , 4294967295
0 , 912 , 1997 , 1918 , 1151 , 2058 , 2050 , 1634 , 4294967295
0 , 913 , 1995 , 1921 , 1149 , 2058 , 2051 , 1633 , 4294967295
0 , 914 , 1993 , 1921 , 1149 , 2058 , 2051 , 1633 , 4294967295
0 , 915 , 1988 , 1921 , 1148 , 2059 , 2051 , 1633 , 4294967295
0 , 916 , 1985 , 1922 , 1150 , 2060 , 2051 , 1634 , 4294967295
0 , 917 , 1985 , 1922 , 1148 , 2061 , 2051 , 1633 , 4294967295
0 , 918 , 1986 , 1924 , 1148 , 2062 , 2051 , 1634 , 4294967295
0 , 919 , 1987 , 1924 , 1149 , 2062 , 2051 , 1635 , 4294967295
0 , 920 , 1989 , 1924 , 1151 , 2063 , 2051 , 1636 , 4294967295
0 , 921 , 1991 , 1925 , 1152 , 2063 , 2052 , 1637 , 4294967295
0 , 922 , 1995 , 1925 , 1150 , 2062 , 2052 , 1636 , 4294967295
0 , 923 , 1998 , 1924 , 1152 , 2061 , 2052 , 1637 , 4294967295
0 , 924 , 1999 , 1924 , 1150 , 2060 , 2052 , 1636 , 4294967295
0 , 925 , 1999 , 1923 , 1154 , 2059 , 2052 , 1638 , 4294967295
0 , 926 , 1999 , 1923 , 1154 , 2058 , 2052 , 1637 , 4294967295
0 , 927 , 1998 , 1923 , 1154 , 2058 , 2052 , 1637 , 4294967295
0 , 928 , 1996 , 1923 , 1154 , 2058 , 2052 , 1637 , 4294967295
0 , 929 , 1989 , 1922 , 1152 , 2058 , 2051 , 1634 , 4294967295
0 , 930 , 1985 , 1920 , 1152 , 2059 , 2051 , 1635 , 4294967295
0 , 931 , 1982 , 1920 , 1150 , 2060 , 2050 , 1633 , 4294967295
0 , 932 , 1981 , 1920 , 1151 , 2062 , 2050 , 1633 , 4294967295
0 , 933 , 1981 , 1919 , 1148 , 2062 , 2049 , 1631 , 4294967295
0 , 934 , 1981 , 1919 , 1149 , 2063 , 2049 , 1632 , 4294967295
0 , 935 , 1982 , 1919 , 1151 , 2063 , 2049 , 1632 , 4294967295
0 , 936 , 1986 , 1918 , 1151 , 2063 , 2049 , 1633 , 4294967295
0 , 943 , 1999 , 1924 , 1153 , 2058 , 2052 , 1639 , 4294967295
0 , 944 , 1998 , 1926 , 1153 , 2058 , 2053 , 1639 , 4294967295
0 , 945 , 1993 , 1926 , 1149 , 2058 , 2053 , 1636 , 4294967295
0 , 946 , 1989 , 1927 , 1152 , 2059 , 2054 , 1638 , 4294967295
0 , 947 , 1988 , 1927 , 1151 , 2061 , 2054 , 1638 , 4294967295
0 , 948 , 1988 , 1928 , 1151 , 2062 , 2055 , 1638 , 4294967295
0 , 949 , 1988 , 1928 , 1150 , 2062 , 2055 , 1637 , 4294967295
